customer_age,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,complaints_count,ratio_atraso_entrega,custo_por_item,intensidade_problema,entrega_no_prazo,score_logistica,cliente_longa_data,pct_desconto
41,78,780.75,2,67.15,7,2,3,64.47,2,0,4,3,1.0,422.61,0,0,-8,1,8.589702590342181
41,5,853.88,1,35.43,2,7,1,31.06,2,3,4,7,0.125,884.9399999999999,96,0,-4,0,4.14444132509826
54,75,617.46,3,24.83,7,13,3,22.99,2,2,2,5,0.21428571428571427,213.48333333333335,24,0,-8,1,4.01481098211687
22,103,264.51,2,9.21,7,9,0,55.29,1,3,5,3,0.0,159.9,60,1,4,1,3.468795902225905
23,79,395.21,6,74.49,1,4,2,24.55,3,0,5,3,0.4,69.96,0,0,-7,1,18.80063602634966
66,108,479.82,1,7.02,5,12,0,15.18,2,2,10,3,0.0,495.0,80,1,3,1,1.4600058233850504
27,113,894.62,6,36.6,8,11,4,38.24,1,1,0,4,0.3333333333333333,155.47666666666666,0,0,-9,1,4.086554565552355
20,95,418.82,1,17.33,7,2,2,47.46,3,3,3,5,0.6666666666666666,466.28,54,0,-7,1,4.1279596017340765
55,119,913.63,3,16.42,1,8,2,28.01,1,2,9,7,0.2222222222222222,313.88,144,0,-5,1,1.795261471852006
51,32,1522.94,3,24.33,9,13,2,40.8,1,2,5,5,0.14285714285714285,521.2466666666667,60,0,-5,0,1.596519548013701
23,76,459.81,2,35.71,8,2,1,17.47,2,0,7,3,0.3333333333333333,238.64,0,0,-4,1,7.74939779952692
27,2,487.38,2,5.31,2,2,1,44.65,2,2,0,3,0.3333333333333333,266.015,0,0,-4,0,1.0872681108972522
33,32,404.07,2,2.57,1,5,4,61.21,2,1,2,5,0.6666666666666666,232.64,12,0,-10,0,0.6344582417853705
46,87,232.25,2,72.81,9,13,0,60.63,2,2,0,5,0.0,146.44,0,1,3,1,31.215434083601284
20,115,273.11,4,29.58,2,14,0,44.43,1,1,4,2,0.0,79.385,12,1,4,1,10.791288168983254
28,85,1137.22,1,79.88,11,3,0,24.07,2,3,3,5,0.0,1161.29,54,1,3,1,7.017975435328847
54,65,254.25,6,38.4,3,2,2,42.91,2,0,6,2,0.6666666666666666,49.526666666666664,0,0,-6,1,15.04407443682664
21,44,1292.9,6,10.26,7,4,1,27.56,2,2,9,4,0.2,220.07666666666668,90,0,-4,0,0.7929515418502201
66,96,392.41,2,59.32,4,4,2,41.41,2,2,7,4,0.4,216.91000000000003,70,0,-6,1,15.07841691873618
21,54,376.64,5,36.35,6,11,2,39.4,2,1,9,5,0.16666666666666666,83.208,54,0,-6,0,9.62556932528334
41,99,351.47,6,22.99,3,10,0,37.16,1,3,7,6,0.0,64.77166666666666,147,1,4,1,6.522540925468833
45,40,351.48,2,32.49,5,14,0,29.2,2,3,7,4,0.0,190.34,105,1,3,0,9.217544257830232
52,97,612.64,4,42.0,2,4,1,37.52,1,1,5,3,0.2,162.54,20,0,-3,1,6.844403885014015
55,93,101.09,6,20.13,1,12,3,33.4,3,2,4,7,0.23076923076923078,22.415000000000003,64,0,-9,1,19.71789597414046
67,117,496.5,5,36.04,9,2,2,26.77,1,0,8,1,0.6666666666666666,104.654,0,0,-5,1,7.244221105527639
41,74,260.98,2,69.67,9,14,1,17.57,3,3,8,6,0.06666666666666667,139.275,168,0,-5,1,26.59363310176349
39,95,515.24,2,7.15,9,12,1,23.25,1,1,11,3,0.07692307692307693,269.245,44,0,-3,1,1.3850147218348055
43,35,215.37,3,19.99,11,7,2,33.18,1,3,1,5,0.25,82.85000000000001,18,0,-5,0,9.238803900725607
35,22,321.82,3,30.58,5,9,3,38.71,3,0,5,4,0.3,120.17666666666666,0,0,-9,0,9.472771203766804
20,117,811.98,6,45.07,2,2,2,36.62,1,0,5,5,0.6666666666666666,141.43333333333334,0,0,-5,1,5.5438018155428175
63,25,453.51,5,2.91,10,13,2,32.46,1,0,5,4,0.14285714285714285,97.19399999999999,0,0,-5,0,0.6402499394952806
28,22,465.21,4,0.23,8,11,6,70.59,2,1,5,5,0.5,133.95,30,0,-14,0,0.049333991119881605
26,21,809.27,6,4.35,6,14,1,60.27,1,3,7,7,0.06666666666666667,144.92333333333332,168,0,-3,0,0.5368580843422562
50,106,889.87,3,10.21,7,8,0,53.27,1,2,6,4,0.0,314.38,60,1,4,1,1.1460706949386554
43,73,438.94,2,102.66,5,7,2,4.34,3,0,6,2,0.25,221.64,0,0,-7,1,23.335000227303723
53,84,842.15,2,9.32,11,13,3,45.62,2,3,7,5,0.21428571428571427,443.885,126,0,-8,1,1.105378639625215
21,69,282.06,1,15.93,9,9,4,32.41,2,0,11,2,0.4,314.47,0,0,-10,1,5.6277820956687625
69,62,911.99,3,3.77,11,6,1,34.6,1,2,4,5,0.14285714285714285,315.53000000000003,48,0,-3,1,0.4129289477431297
19,10,722.59,1,13.43,1,12,3,21.72,2,2,2,5,0.23076923076923078,744.3100000000001,24,0,-8,0,1.8560234386876546
25,28,189.76,3,39.8,4,2,2,27.94,2,1,5,3,0.6666666666666666,72.56666666666666,20,0,-6,0,20.86391276997274
24,64,262.51,2,10.43,3,6,4,43.68,3,2,4,4,0.5714285714285714,153.095,40,0,-11,1,3.958104056772039
53,109,192.62,1,3.3,8,4,2,41.42,3,1,7,4,0.4,234.04000000000002,35,0,-7,1,1.7043693833281686
51,54,610.5,2,6.92,9,9,5,47.49,2,1,4,3,0.5,328.995,16,0,-12,0,1.1316434995911693
57,77,466.75,3,1.87,2,12,2,46.1,3,4,3,8,0.15384615384615385,170.95000000000002,108,0,-7,1,0.3997862105825762
36,8,592.31,2,53.73,2,11,4,49.56,1,1,8,5,0.3333333333333333,320.93499999999995,48,0,-9,0,9.055974111341458
46,40,95.2,3,65.45,7,13,2,48.59,1,1,11,5,0.14285714285714285,47.93000000000001,66,0,-5,0,68.03534303534303
56,45,501.66,6,27.84,3,14,2,57.91,2,2,6,4,0.13333333333333333,93.26166666666667,60,0,-6,0,5.538534993832809
23,83,158.09,3,12.76,11,4,2,20.42,2,2,5,6,0.4,59.50333333333333,70,0,-6,1,8.020617260670061
27,59,1372.36,3,49.19,6,2,4,39.96,3,1,11,4,1.3333333333333333,470.7733333333333,55,0,-11,0,3.5817265684161472
58,23,119.67,5,14.85,3,12,2,49.21,2,4,5,7,0.15384615384615385,33.775999999999996,160,0,-6,0,12.306289881494987
59,80,79.93,2,129.11,6,2,4,27.59,1,1,1,3,1.3333333333333333,53.760000000000005,4,0,-9,1,159.53292969232672
22,2,1417.73,6,93.25,9,5,2,22.51,3,1,8,4,0.3333333333333333,240.04,40,0,-7,0,6.5727798805974365
41,87,145.53,2,20.66,3,7,0,67.84,2,1,2,2,0.0,106.685,6,1,3,1,14.099501808503378
58,11,47.07,1,50.24,3,7,2,32.58,1,1,11,4,0.25,79.65,55,0,-5,0,104.5142500520075
39,61,317.11,1,6.86,11,6,4,32.21,1,4,11,6,0.5714285714285714,349.32,308,0,-9,1,2.1564867498663984
43,6,638.11,4,16.38,9,8,3,41.36,2,2,11,4,0.3333333333333333,169.8675,110,0,-8,0,2.5629390871680933
68,30,122.91,4,29.2,8,2,2,44.45,3,2,11,4,0.6666666666666666,41.84,110,0,-7,0,23.56549108223711
54,69,214.21,5,9.15,4,4,4,47.49,2,2,7,7,0.8,52.339999999999996,112,0,-10,1,4.251661168161331
62,75,312.27,2,41.73,11,8,1,45.84,2,4,1,7,0.1111111111111111,179.055,32,0,-4,1,13.320777603983784
46,118,362.35,5,37.91,10,11,2,41.31,2,0,7,3,0.16666666666666666,80.732,0,0,-6,1,10.433466354754367
53,69,791.28,6,31.81,11,13,1,31.15,1,1,9,2,0.07142857142857142,137.07166666666666,27,0,-3,1,4.014994698843843
37,112,314.71,2,12.11,7,5,2,41.56,1,1,1,4,0.3333333333333333,178.135,5,0,-5,1,3.8357986760001266
35,48,61.87,2,41.19,11,9,0,50.35,1,1,9,2,0.0,56.11,27,1,4,0,65.51614442500397
57,87,932.07,5,3.24,5,7,3,39.47,2,2,9,4,0.375,194.30800000000002,90,0,-8,1,0.3472408286623726
62,96,228.39,5,101.98,3,6,0,34.7,1,0,9,0,0.0,52.617999999999995,0,1,4,1,44.45703823183226
58,113,272.71,1,29.73,2,6,3,58.5,2,2,2,4,0.42857142857142855,331.21,20,0,-8,1,10.861861093858465
32,71,199.41,1,12.09,11,5,3,21.15,2,0,2,8,0.5,220.56,0,0,-8,1,6.032633102140612
32,13,268.19,3,13.61,4,6,2,36.91,2,4,6,6,0.2857142857142857,101.7,168,0,-6,0,5.055908466139158
41,82,1273.41,3,0.27,4,2,5,17.28,2,0,2,3,1.6666666666666667,430.23,0,0,-12,1,0.02118627443287482
46,10,321.49,1,96.07,7,9,2,51.48,1,3,4,5,0.2,372.97,72,0,-5,0,29.790071009953795
34,87,394.66,2,26.15,11,7,4,31.48,1,0,11,4,0.5,213.07000000000002,0,0,-9,1,6.609209927715715
66,88,527.69,6,115.35,2,11,2,52.71,1,1,2,6,0.16666666666666666,96.73333333333335,14,0,-5,1,21.81807864722238
64,107,290.94,6,7.76,5,4,3,42.48,1,1,1,4,0.6,55.57,5,0,-7,1,2.6580804274850998
42,57,427.33,3,19.31,9,3,1,47.92,1,1,1,3,0.25,158.41666666666666,4,0,-3,0,4.508206289543109
33,68,481.86,6,14.18,11,5,1,43.06,1,1,7,4,0.16666666666666666,87.48666666666668,35,0,-3,1,2.9366690137928178
67,86,480.97,4,4.51,8,13,0,11.72,2,2,3,3,0.0,123.17250000000001,24,1,3,1,0.9357428885615287
34,119,508.03,4,28.57,1,7,2,44.75,3,1,11,3,0.25,138.195,44,0,-7,1,5.612635797497201
64,7,59.81,4,64.05,3,9,1,34.68,2,3,5,5,0.1,23.622500000000002,90,0,-4,0,105.32807104094721
64,116,213.38,3,0.32,3,10,3,58.7,1,1,9,5,0.2727272727272727,90.69333333333333,54,0,-7,1,0.1492676555648848
38,109,303.79,3,1.84,9,8,2,33.76,3,4,4,7,0.2222222222222222,112.51666666666667,128,0,-7,1,0.6036943469273927
61,72,193.27,4,64.11,10,7,4,57.26,2,1,1,4,0.5,62.6325,5,0,-10,1,33.000463272764705
65,111,202.92,6,59.14,1,11,3,22.38,3,2,1,6,0.25,37.55,14,0,-9,1,29.00156924284033
44,39,70.87,6,16.05,6,4,3,22.09,1,1,11,5,0.6,15.493333333333334,66,0,-7,0,22.331988312230415
22,51,240.49,1,14.86,9,13,3,29.46,2,0,8,5,0.21428571428571427,269.95,0,0,-8,0,6.153463911549132
39,95,789.52,1,2.17,3,12,4,43.12,3,0,11,3,0.3076923076923077,832.64,0,0,-11,1,0.27450285887770076
50,17,366.89,2,59.58,4,8,0,46.5,3,1,6,1,0.0,206.695,12,1,2,0,16.195058305471743
57,19,384.43,5,1.58,2,10,3,41.19,2,2,10,7,0.2727272727272727,85.124,160,0,-8,0,0.4099317645227409
19,48,143.79,2,35.31,4,2,4,43.31,1,3,0,7,1.3333333333333333,93.55,0,0,-9,0,24.38704330409559
52,108,405.33,3,19.48,8,13,3,42.27,2,1,8,4,0.21428571428571427,149.2,40,0,-8,1,4.794132847685379
60,8,170.39,3,23.19,8,6,2,40.78,3,2,0,6,0.2857142857142857,70.39,0,0,-7,0,13.53054437248381
36,92,343.2,4,42.07,1,14,2,62.34,1,0,3,5,0.13333333333333333,101.38499999999999,0,0,-5,1,12.222545031958164
57,118,392.74,5,41.08,2,3,3,55.88,3,1,2,5,0.75,89.724,12,0,-9,1,10.433280845227815
44,99,787.5,4,3.77,8,2,2,39.53,1,2,9,6,0.6666666666666666,206.7575,126,0,-5,1,0.4781230183893469
57,111,265.48,5,12.86,2,2,4,38.92,3,0,10,4,1.3333333333333333,60.88000000000001,0,0,-11,1,4.825878114680275
53,82,382.09,2,71.83,9,6,4,45.79,2,2,11,6,0.5714285714285714,213.94,154,0,-10,1,18.750163147041164
56,27,771.14,2,1.27,10,4,1,24.83,1,1,6,3,0.2,397.985,24,0,-3,0,0.16447794441422542
19,117,425.6,1,22.71,7,9,1,24.34,2,0,10,4,0.1,449.94,0,0,-4,1,5.323488045007032
58,33,1171.74,2,0.47,6,5,1,45.97,2,2,5,5,0.16666666666666666,608.855,60,0,-4,0,0.04007708443474256
35,107,27.57,1,44.05,11,14,1,26.09,2,0,3,2,0.06666666666666667,53.66,0,0,-4,1,154.18270913545675
63,5,236.62,6,1.56,3,6,1,38.04,2,2,2,6,0.14285714285714285,45.77666666666667,28,0,-4,0,0.6565103947479168
40,95,273.36,1,40.02,11,6,2,20.87,3,1,3,2,0.2857142857142857,294.23,9,0,-7,1,14.586674442338534
43,88,161.48,6,78.41,8,13,4,49.84,1,1,0,3,0.2857142857142857,35.22,0,0,-9,1,48.25824716888232
28,92,981.97,1,0.95,10,10,2,49.78,2,1,0,3,0.18181818181818182,1031.75,0,0,-6,1,0.0966458793249031
65,70,150.48,4,54.59,5,12,0,50.12,1,1,2,2,0.0,50.15,6,1,4,1,36.03776076049644
18,84,402.31,6,2.49,5,14,2,32.59,3,2,4,4,0.13333333333333333,72.48333333333333,40,0,-7,1,0.6173910887406711
53,25,1378.39,6,33.66,4,2,1,29.72,3,1,7,5,0.3333333333333333,234.68500000000003,42,0,-5,0,2.4402090779257493
67,111,92.17,3,28.32,2,9,2,28.15,3,1,8,2,0.2,40.10666666666666,24,0,-7,1,30.396050230760974
37,53,268.01,5,9.27,6,4,3,46.55,1,1,3,3,0.6,62.912,12,0,-7,0,3.445968551354968
48,31,294.92,4,5.7,11,12,6,51.43,1,4,6,9,0.46153846153846156,86.5875,240,0,-13,0,1.9261962692619625
25,86,726.5,3,4.18,10,12,2,28.34,1,0,10,3,0.15384615384615385,251.61333333333334,0,0,-5,1,0.5745704467353951
57,39,109.86,5,2.44,2,14,1,31.83,1,7,0,9,0.06666666666666667,28.338,0,0,-3,0,2.2009742016958325
41,5,382.78,5,10.93,5,8,1,35.44,2,1,9,2,0.1111111111111111,83.64399999999999,27,0,-4,0,2.8479858252123615
37,81,65.83,4,19.8,6,7,6,43.82,1,1,5,4,0.75,27.4125,25,0,-13,1,29.627412838545563
32,46,150.41,6,0.05,10,6,3,24.36,1,0,3,4,0.42857142857142855,29.12833333333333,0,0,-7,0,0.033022917905026095
47,2,468.18,5,31.94,8,5,3,47.9,3,2,5,5,0.5,103.21600000000001,60,0,-9,0,6.807621808261222
37,103,176.28,2,24.27,9,8,1,52.02,3,4,7,7,0.1111111111111111,114.15,224,0,-5,1,13.690207581227437
55,64,385.0,4,34.14,1,10,4,34.33,3,1,8,4,0.36363636363636365,104.8325,40,0,-11,1,8.84455958549223
19,107,204.35,5,8.31,9,13,4,42.04,2,0,9,4,0.2857142857142857,49.278,0,0,-10,1,4.046749452154859
23,71,113.8,3,18.72,9,6,2,20.23,2,2,3,4,0.2857142857142857,44.67666666666667,30,0,-6,1,16.306620209059233
59,24,221.73,5,8.0,1,8,4,47.6,2,2,0,5,0.4444444444444444,53.866,0,0,-10,0,3.5917927535581198
35,44,629.15,2,41.01,11,5,3,28.9,1,5,8,8,0.5,329.025,360,0,-7,0,6.507974291835278
53,51,660.23,2,6.6,11,6,1,21.48,3,2,2,3,0.14285714285714285,340.855,16,0,-5,0,0.9981398303162288
31,25,284.2,1,36.51,4,13,1,58.6,2,1,8,3,0.07142857142857142,342.8,32,0,-4,0,12.801542776998598
43,19,224.28,1,18.44,5,9,1,26.18,3,2,1,4,0.1,250.46,10,0,-5,0,8.185369318181818
51,6,430.01,4,11.03,9,9,1,42.71,1,2,2,4,0.1,118.17999999999999,20,0,-3,0,2.559105357184288
47,88,323.9,6,7.55,6,12,4,46.86,1,1,10,5,0.3076923076923077,61.79333333333333,60,0,-9,1,2.3237919359803016
24,17,167.06,2,46.01,6,6,3,17.57,1,0,9,1,0.42857142857142855,92.315,0,0,-7,0,27.377127216470303
47,104,424.64,1,43.43,1,10,3,32.97,2,0,2,1,0.2727272727272727,457.61,0,0,-8,1,10.203458321586318
35,14,199.86,6,35.78,8,3,4,32.52,3,0,4,3,1.0,38.730000000000004,0,0,-11,0,17.813402369809815
39,97,22.06,5,41.75,4,8,3,31.92,1,1,7,5,0.3333333333333333,10.796000000000001,42,0,-7,1,181.0494362532524
34,71,286.19,6,0.06,5,5,2,49.0,1,2,11,4,0.3333333333333333,55.865,110,0,-5,1,0.020892092343048153
48,20,588.82,3,207.47,10,10,1,49.12,3,1,0,2,0.09090909090909091,212.64666666666668,0,0,-5,0,35.17513817774914
34,81,402.73,2,43.73,10,3,0,26.84,2,0,8,1,0.0,214.785,0,1,3,1,10.831496297030192
48,75,193.75,3,45.01,9,13,2,45.8,2,3,8,6,0.14285714285714285,79.85000000000001,168,0,-6,1,23.111681643132222
30,72,486.17,2,83.69,10,5,5,52.08,2,2,1,7,0.8333333333333334,269.125,16,0,-12,1,17.178808218896894
44,78,320.42,4,15.74,11,6,2,35.84,2,0,1,2,0.2857142857142857,89.065,0,0,-6,1,4.8970194760749175
37,35,174.4,1,8.98,1,3,3,29.27,2,0,6,2,0.75,203.67000000000002,0,0,-8,0,5.119726339794755
34,20,587.17,3,58.73,7,9,0,36.98,3,0,8,1,0.0,208.04999999999998,0,1,2,0,9.985208358127752
46,34,212.21,2,4.0,8,7,1,21.95,2,1,0,2,0.125,117.08,0,0,-4,0,1.8760846114159748
56,52,28.27,3,30.59,4,13,3,37.13,3,0,10,3,0.21428571428571427,21.8,0,0,-9,0,104.50973693201232
52,17,140.96,3,6.84,6,13,1,25.31,3,0,6,1,0.07142857142857142,55.42333333333334,0,0,-5,0,4.81825866441251
25,82,544.2,5,7.48,7,9,3,43.64,1,2,0,4,0.3,117.56800000000001,0,0,-7,1,1.3719735876742478
60,98,872.85,5,12.55,3,9,3,52.29,1,1,0,3,0.3,185.028,0,0,-7,1,1.436173256279682
55,92,403.89,6,25.48,10,13,1,29.91,1,4,1,7,0.07142857142857142,72.3,32,0,-3,1,6.293067252834103
32,83,129.27,3,34.51,2,6,1,59.01,1,0,5,1,0.14285714285714285,62.76,0,0,-3,1,26.491133799032774
67,87,713.9,3,77.99,3,6,0,44.64,3,1,10,2,0.0,252.84666666666666,30,1,2,1,10.909218072457685
18,70,45.74,3,3.66,10,2,2,44.48,1,2,10,4,0.6666666666666666,30.073333333333334,100,0,-5,1,7.830551989730424
50,5,140.82,3,35.93,9,8,1,34.74,2,2,2,5,0.1111111111111111,58.52,24,0,-4,0,25.334931603440978
20,95,278.25,6,55.3,7,8,4,54.16,3,1,11,3,0.4444444444444444,55.401666666666664,44,0,-11,1,19.803043867502236
56,71,216.93,1,105.78,2,7,5,50.06,1,1,3,6,0.625,266.99,21,0,-11,1,48.53852154361492
55,8,136.63,6,10.21,10,13,7,39.27,1,2,7,6,0.5,29.316666666666666,98,0,-15,0,7.418440746930176
65,62,755.2,1,3.38,11,2,2,50.84,3,3,2,5,0.6666666666666666,806.0400000000001,36,0,-7,1,0.4469717006083046
32,63,509.31,5,5.98,4,9,2,24.15,2,2,10,5,0.2,106.69200000000001,120,0,-6,1,1.171836726695538
59,5,425.59,6,73.58,8,2,1,41.8,1,1,0,8,0.3333333333333333,77.89833333333333,0,0,-3,0,17.248411823999625
35,98,666.94,3,6.9,5,9,2,33.55,1,2,10,3,0.2,233.49666666666667,80,0,-5,1,1.0330269185855017
55,52,221.74,1,22.1,3,8,3,51.03,2,1,4,3,0.3333333333333333,272.77,16,0,-8,0,9.921882014905272
48,78,186.89,3,3.19,5,10,2,47.83,1,0,9,5,0.18181818181818182,78.24,0,0,-5,1,1.6978019053701634
37,30,627.83,1,89.05,6,6,3,49.16,3,1,8,3,0.42857142857142855,676.99,32,0,-9,0,14.161220043572984
24,110,446.74,4,66.49,1,8,2,42.94,1,0,9,4,0.2222222222222222,122.42,0,0,-5,1,14.850136239782014
54,62,367.95,2,42.89,6,12,5,28.55,1,3,11,6,0.38461538461538464,198.25,231,0,-11,1,11.624881420246647
44,74,277.61,5,12.96,8,3,2,49.48,1,0,6,1,0.5,65.418,0,0,-5,1,4.651663615807043
25,96,113.02,3,0.16,4,10,2,21.68,3,1,9,3,0.18181818181818182,44.9,36,0,-7,1,0.1403262585511314
31,14,396.86,5,21.37,10,8,1,28.29,3,0,2,1,0.1111111111111111,85.03,0,0,-5,0,5.371236113205651
67,74,283.75,6,96.8,10,2,1,52.08,2,1,11,4,0.3333333333333333,55.971666666666664,55,0,-4,1,33.99473222124671
32,55,155.43,1,21.94,9,14,2,20.3,1,2,9,5,0.13333333333333333,175.73000000000002,108,0,-5,0,14.025442690021094
24,11,128.93,5,23.99,1,3,3,39.89,2,0,8,2,0.75,33.763999999999996,0,0,-8,0,18.463788193642728
50,27,373.87,2,39.49,2,10,1,45.59,1,2,6,4,0.09090909090909091,209.73000000000002,60,0,-3,0,10.534318563768775
69,3,197.86,4,30.33,5,3,5,37.07,2,0,8,4,1.25,58.7325,0,0,-12,0,15.251936035401789
51,46,432.25,3,23.32,7,13,0,58.99,1,1,4,1,0.0,163.74666666666667,8,1,4,0,5.382573571840739
21,12,297.25,2,3.48,5,5,1,45.63,2,1,10,6,0.16666666666666666,171.44,70,0,-4,0,1.1668063704945517
18,109,969.8,5,0.36,10,14,1,43.69,3,2,2,3,0.06666666666666667,202.698,16,0,-5,1,0.037082818294190356
58,78,73.27,6,95.71,10,8,4,32.88,2,3,3,6,0.4444444444444444,17.691666666666666,63,0,-10,1,128.86764507876666
31,117,143.96,6,30.38,11,4,2,35.67,1,1,2,3,0.4,29.938333333333333,8,0,-5,1,20.957505518763796
48,13,481.95,2,19.57,7,6,3,43.74,1,0,11,4,0.42857142857142855,262.84499999999997,0,0,-7,0,4.052179314628844
55,108,339.6,3,3.83,7,9,1,34.93,2,1,9,3,0.1,124.84333333333335,36,0,-4,1,1.1244862008220786
67,37,325.44,4,22.24,7,14,2,24.01,2,3,3,5,0.13333333333333333,87.3625,54,0,-6,0,6.812890577135154
37,5,358.02,6,5.03,9,14,0,48.01,1,0,6,4,0.0,67.67166666666667,0,1,4,0,1.4010361539747092
20,56,208.86,2,35.08,3,9,2,31.3,1,0,3,2,0.2,120.08000000000001,0,0,-5,0,16.715905841989894
52,63,745.4,5,136.81,2,10,3,53.78,3,0,11,4,0.2727272727272727,159.83599999999998,0,0,-9,1,18.329314040728832
63,24,572.71,1,45.7,6,11,2,35.3,3,3,3,7,0.16666666666666666,608.01,72,0,-7,0,7.965696954907532
50,47,516.65,4,1.33,4,9,3,26.85,1,4,11,8,0.3,135.875,396,0,-7,0,0.2569303583502367
32,117,561.91,5,53.76,7,4,2,36.97,3,1,4,3,0.4,119.776,16,0,-7,1,9.550372173171555
20,32,112.32,3,9.94,1,13,0,27.56,1,3,10,4,0.0,46.626666666666665,150,1,4,0,8.77162019061066
45,37,584.88,4,37.6,10,2,3,50.13,2,1,1,3,1.0,158.7525,4,0,-8,0,6.417696456612276
44,6,190.61,3,0.42,7,14,3,28.18,3,2,8,5,0.2,72.93,96,0,-9,0,0.21919524033192417
64,57,200.1,1,109.8,1,9,5,44.12,1,1,2,3,0.5,244.22,8,0,-11,0,54.599701640974644
64,110,576.64,4,1.5,2,2,7,30.6,2,0,10,2,2.3333333333333335,151.81,0,0,-16,1,0.25967730766567415
50,16,307.56,2,7.94,8,5,2,34.88,1,1,3,3,0.3333333333333333,171.22,12,0,-5,0,2.5732434534612394
36,96,912.65,1,6.72,11,4,5,40.62,3,5,0,8,1.0,953.27,0,0,-13,1,0.7355114102774585
50,71,254.14,6,69.59,7,4,1,55.49,3,0,9,3,0.2,51.605,0,0,-5,1,27.27522144704868
48,41,957.71,5,19.6,9,2,1,30.54,1,1,7,4,0.3333333333333333,197.65,35,0,-3,0,2.0444138477746137
21,72,214.86,3,14.55,2,11,2,42.34,1,1,8,5,0.16666666666666666,85.73333333333335,48,0,-5,1,6.740479940702307
49,4,414.68,6,35.68,6,7,3,31.31,2,0,4,2,0.375,74.33166666666666,0,0,-8,0,8.583525789068513
59,32,221.34,1,47.42,1,12,2,28.51,1,1,5,3,0.15384615384615385,249.85,20,0,-5,0,21.327696320949897
45,60,621.41,5,66.09,3,4,3,46.54,3,3,10,6,0.6,133.58999999999997,210,0,-9,0,10.618402660625634
33,51,214.33,5,70.78,2,3,1,47.78,3,1,1,3,0.25,52.422000000000004,4,0,-5,0,32.87047787117447
66,25,335.86,6,7.82,5,8,3,38.42,1,1,3,5,0.3333333333333333,62.38,18,0,-7,0,2.3214391735439053
60,8,411.19,6,50.45,6,7,1,29.23,2,1,8,3,0.125,73.40333333333334,32,0,-4,0,12.239501200902497
45,93,107.12,2,20.84,11,8,2,28.99,3,1,0,3,0.2222222222222222,68.055,0,0,-7,1,19.274879763226043
32,76,787.12,6,98.23,10,10,1,31.21,2,1,5,4,0.09090909090909091,136.38833333333335,25,0,-4,1,12.46383799421408
65,20,90.67,5,10.92,4,11,0,39.18,3,3,1,4,0.0,25.97,15,1,2,0,11.912294098396421
39,108,457.63,5,29.86,9,4,3,46.68,1,3,6,5,0.6,100.862,108,0,-7,1,6.510694895667532
48,36,581.52,2,12.67,3,12,0,36.44,2,1,7,3,0.0,308.98,28,1,3,0,2.1750326169058574
38,72,450.17,3,41.27,5,3,1,30.13,3,2,4,5,0.25,160.1,48,0,-5,1,9.147328058159895
49,105,297.92,1,4.48,7,4,1,27.89,3,1,11,5,0.2,325.81,66,0,-5,1,1.4987287568580223
24,56,360.68,3,12.87,3,13,2,35.39,3,1,9,2,0.14285714285714285,132.02333333333334,27,0,-7,0,3.5583941605839415
50,22,285.35,6,54.68,7,10,1,37.26,1,1,3,5,0.09090909090909091,53.76833333333334,18,0,-3,0,19.095512484721493
25,37,683.67,5,7.12,4,3,3,37.46,1,1,7,7,0.75,144.226,56,0,-7,0,1.0399170403259965
31,57,326.43,2,26.4,5,7,3,45.24,3,0,1,4,0.375,185.835,0,0,-9,0,8.062792047155117
42,87,366.1,1,55.57,5,12,2,60.69,1,1,4,4,0.15384615384615385,426.79,20,0,-5,1,15.137564696268047
49,59,440.98,6,26.29,9,4,1,15.56,2,2,8,5,0.2,76.09,96,0,-4,0,5.948232951717272
45,19,881.11,4,1.13,4,13,5,16.81,1,0,5,2,0.35714285714285715,224.48,0,0,-11,0,0.12810193740009748
19,69,104.17,2,68.96,2,10,1,39.26,1,2,7,5,0.09090909090909091,71.715,84,0,-3,1,65.57002947608633
34,26,450.67,3,32.51,6,11,0,35.8,2,0,11,2,0.0,162.15666666666667,0,1,3,0,7.197732858060088
44,100,267.66,1,76.87,10,5,3,59.97,2,1,7,3,0.5,327.63,28,0,-8,1,28.61237251544703
19,115,345.05,5,26.5,6,14,4,50.46,1,1,6,6,0.26666666666666666,79.102,42,0,-9,1,7.657852911428983
25,57,293.61,3,47.72,11,12,1,44.57,3,1,9,6,0.07692307692307693,112.72666666666667,63,0,-5,0,16.19768507518414
55,65,519.47,4,7.37,3,7,2,42.04,3,1,1,4,0.25,140.3775,5,0,-7,1,1.4160278210079351
37,9,154.25,2,20.45,8,2,1,49.57,3,0,10,3,0.3333333333333333,101.91,0,0,-5,0,13.172302737520129
66,33,479.08,4,4.23,2,14,2,55.71,2,4,9,8,0.13333333333333333,133.6975,324,0,-6,0,0.8811031494750876
54,31,142.18,3,7.23,2,6,2,41.98,1,0,1,2,0.2857142857142857,61.38666666666666,0,0,-5,0,5.049587931275318
38,66,37.84,2,74.94,9,10,3,37.44,3,5,0,11,0.2727272727272727,37.64,0,0,-9,1,192.94541709577751
43,79,676.82,4,3.68,11,12,6,43.59,3,1,0,5,0.46153846153846156,180.10250000000002,0,0,-15,1,0.5429169986132011
